"Vì gần nhà nên khi nào không biết trú đâu ăn trưa thì mình lại qua ẻm nó ăn. kFC ở đây chất lượng khá thất thường, có mấy lần qua thì gà chán không thể tả nổi, gà cực khô, xong độ giòn không có nhiều, dưa chuột kèm thì khô không khốc, như dưa cắt lát để qua ngày ý, cơm khô và ít. 
Dạo này KFC ra mấy món mới nhưng mình chưa thử loại nào, mình vẫn trung thành với gà giòn với gà phile thuiii. Dù sao đọc review mọi người cũng chê nhiều nên ý định thử món mới cũng đưng lại 🤣🤣🤣
Hôm nay ăn thì đồ ăn ở đây lại trở lại, chất lượng hơn về cả dịch vụ lẫn chất lượng. Trước có bạn nhân viên vô duyên lắm :v mìn đang gặm gà mà cứ ra bảo mình làm cái khảo sát 😂😂😂",6.6
"Thấy kfc quảng cáo có món mới là Chizza nên mình đi ăn thử. Quá thất vọng về nhân viên ở đây. Có bạn bên cạnh mình order cơm mang về. Bạn nhân viên này đã làm đơn và xác nhận rồi. Thế mà bạn ấy k làm mà bỏ đi chỗ khác. Một bạn nhân viên khác ra thì bạn này đặt lại. Sau đó 1 phần cơm ăn tại cửa hàng đc làm, bạn kia có vẻ đợi lâu nên cáu và bảo ""mang về mà"". Khi đó bạn nhân viên lúc đầu cũng ở đấy, đứg cười . Khách hỏi 3 lần k thèm trả lời nữa. Đến lượt mình order bạn ấy cũng chả care lắm 
Mình gọi set 2 ng chizza. Khoai ăn đc, gà cũng thế, nhưng coca có vẻ để lâu uống mất vị. Mở hộp chizza cũng thấy thất vọng. Trông quảng cáo hấp dẫn lắm cơ. Mà miếng chizza bé tẹo, hành tây với ớt sống.",4.6
"Quán nằm trên đường về nhà nên cũng hay qua ăn :D
Phục vụ nhanh, gọn và không phải đợi lâu :D
Vào ngày nghỉ khá đông trẻ con ở đây nên mình rất thích :D
Nhân viên chu đáo và tận tình :D",7.4
"Nhà gần hay qua quán ăn, quán vào tầm trưa có khá nhiều trẻ con nên khá đông vui :D
Vẫn cứ trung thành với Combo 2 gà cay, ăn xong thì làm chiếc kem nữa thì tuyệt vời :D",8.0
"Bánh tart trứng ở KFC, một cái 15k lận,mua 4 cái còn 45k. Bánh nóng hổi, nhân béo, ngậy. Ăn ngon v :p Phần đường cháy thì mình không thích lắm. Ăn một lúc 4 cái thì hơi nhiều thật :))) 4 cái 2 người ăn thì vừa.
Khu này cũng không phải khu trung tâm nhưng mà giờ cao điểm vẫn đông khách lắm. Cũng chỉ có 1 tầng nên không chứa được nhiều khách. Nhân viên thì nhanh nhẹn, nhiều khách thì phải đợi hơi lâu. Ngày xưa thì hay phải vào đây ngồi nhưng bây giờ xong việc thỉnh thoảng đi qua mới vào.",6.0
"Dạo này mình bị cuồng gà nên suốt ngày quanh quẩn Lotteria hoặc KFC 😓 mấy quán gần nhà đi hết luôn. Tranh thủ KFC ra mắt món mới gà New York nên mình cũng đi thử xem thế nào. 

Giá combo này tầm 86k cho 1 người gồm 2 miếng gà, 1 khoai nhỏ và 1 nước lớn. Chả hiểu cho cốc nước to đùng làm gì 😒 uống mãi k hết. Món gà mới này làm mình liên tưởng đến gà tắm nước mắm của Popeyes. Nói chung mình là fan trung thành của gà giòn truyền thống thui :)))",6.8
"Quán nằm ngay trên đường Nguyễn Cơ Thạch- Mỹ đình 2, gần khu ktx sinh viên. Đi đường Hồ tùng mậu rẽ vào ngõ cạnh huyện ủy Nam Từ Liêm, cửa hàng nằm ngay trục đường đấy.
- Đồ ăn ngon ( mà menu cửa hàng kfc nào chả như nhau). Luôn ấn tượng với cửa hàng vì có món kem rất ư là rẻ.
 Mùa hè nóng này thì thích nhất là vào ăn kem 3k hay các loại kem ở đây đều rất thích.kem ốc quế:3k, kem ố quế socola:5k, kem :12k và kem 25k.
- Nhân viên phục vụ nhiệt tình, vui vẻ
- Quán luôn mát vì có điều hòa( cơ hội tránh nóng rất tốt). :3
- Hay có khuyến mại và combo. Hum ỷuwowcs mình thấy có km tính giá combo theo thứ: thứ 2:20k, thứ3:30k,.....t6:60k khi mua 1 combo gà tiêu quay. Khá là hấp dẫn.
 Mình hay đi ăn thì cảm nhận đồ ăn ở đây có vài món khá ngon mà mn nên thử: 
 + các loại kem: 3k-5k-12k-25k
 + salat: 15-19k
 + khoai tây chiên:12-25-35k
 + bánh trứng( cái này mình rất thích này, nhưng mỗi người nên ăn 1 cái thôi, vì bánh khá nhiều phômai nên bị ngấy) :15k
 + ice blend: 29k, cũng đc
 Còn hamberger thì mình thấy không ngon lắm , nhân với bánh bị khô, không mềm. Đồ uống thấy cũng bt",9.0
"Mình hay ra đây ăn vì gần nhà, nhân viên ở đây thân thiện lắm.
Có nhiều trẻ con chơi ở đây vì gần khu chung cư :D
Quán rất sạch sẽ và chu đáo :D",7.8
"Trước khi đi học tạt vào đây ăn tạm vì đói mà không biết ăn gì cho nhanh :))) Vào rồi mới biết KFC vừa mới đổi bao bì mới, nhìn có vẻ đẹp hơn mẫu mã cũ :v 
Hotpie khoai môn hình như cũng có vẻ khác với mọi lần ( không biết có phải tại đói không :v ) mình không rõ là khác như thế nào nhưng mà ngon hơn :p Mà tương ớt với tương cà của KFC ngon hơn của Lotteria nữa.
 KFC Mỹ Đình chật lắm, được có 1 tầng mà lại đông khách vì nó nằm dưới tầng 1 của khu chung cư, nên gọi đồ phải chờ lâu.",6.2
"Mặc dù không thích ăn mấy thứ đồ ăn nhanh ở KFC nhưng tuần nào cũng phải vào đây ngồi :((( Hôm ấy mình gọi một burger mà một hot pie nhân khoai môn.
Không nhớ hôm ấy gọi burger gì nhưng ăn chán ngắt, không hiểu sao thấy chua chua :p 
Có lẽ món mà mình thích nhất khi vào KFC không phải là gà mà là hot pie nhân khoai môn. Hot pie mới đưa ra nóng hôi hổi, nhân đầy, ngọt ngọt, thơm thơm, có mùi bơ sữa nữa.
Mình toàn đi vào giờ đông người, đứng order thì lâu kinh dị, nhân viên làm không kịp, đành chấp nhận vậy.",6.8
"Thực ra là hay ăn ở Lotteria hơn là KFC, vì gà rán bên KFC ăn ngấy hơn và bé hơn nữa mà giá thì cũng same same nhau.
Hôm ấy mình gọi 2 phần cơm gà phi lê tiêu, 1 nước pepsi, 1 phần gà gồm 2 miếng: 1 đùi + 1 miếng, 1 khoai tây chiên, 1 salad bắp cải trộn loại nhỏ.
Gà ngon nhưng hơi ngâý và bé, cơm gà phi lê nước sốt ngon, rưới lên cơm ngậy ngậy, thịt gà mềm, hơi cay vì có hạt tiêu nhưng mình là đứa thích hạt tiêu nên ok hết.
Canh nói thật là không ngon bằng lotte, hơi nhạt, nhìn cũng không hấp dẫn bằng.
Chỉ được cái không gian rộng hơn lotte và ghế ngồi thoải mái hơn chứ không bị bí.
Gía hơi cao, hôm ấy hóa đơn của mình hết gần 200k, cũng không có thẻ giảm giá như lotte nữa.",7.0
"Một tuần qua đây ít nhất một lần, còn không là cứ hai lần/tuần :)) cũng không phải nghiện KFC nhưng cứ có việc phải ngồi đây :p bị thích Hot pie khoai môn của KFC :3 Bánh này lúc nào gọi cũng phải chờ khoảng 5 phút để chuẩn bị nên khi đưa ra nóng lắm, ăn không cẩn thận là bỏng lưỡi :))) Nhân khoai môn nghiền mịn, ngọt vừa phải, đặc biệt có mùi thơm của bơ và sữa dừa.
Chỗ này không rộng lắm, chỉ có 1 tầng, nhân viên khá thân thiện. Nhưng cái nhà vệ sinh thì đúng là hơi ngu :))  
tourdeKFC",6.8
"Câu cửa miệng của các bạn nhân viên là hết đồ ăn
Không hiểu bán gì luôn
Sáng trưa cũng bảo hết salad ( nếu là tối thì mình oki k nói)
Đỉnh điểm là bảo hết đồ mới có 8h30 
Từ gà rán đến gà nướng đều bảo hết 
Như kiểu k muốn bán hàng hay sao đó
Gà rán thì 15p đợi
Gà nướng thì 30-35p
Mình bảo oki đợi được thì cứ hỏi đi hỏi lại như kiểu muốn mình không ăn món đó ý
Bỏ tiền ra ăn chứ có đi xin các bạn ý đâu
Mình bảo mình chỉ thích món đó nên mình đợi được thì thái độ
Hết nhân viên đến trưởng quầy ra nói đi nói lại là đợi 35p
Xong mình đặt thêm phần gà flavar thì bảo 2 loại 2 phần khó làm lâu hơn nên bắt mình ăn 2 phần C2 hoặc 2 phần flavar
Thực sự là làm ăn buồn cười không thể hiểu nổi
Đã đợi 30-35p thì ít nhất cũng cho kh ăn món kh order chứ!
Xong đi vào ngồi thì đuổi ra ngoài bảo sắp dọn cửa hàng nên là anh chị ra ngoài em đang dọn trong này rồi!
;)
Trần đời thấy 1 lại tưởng đi nhầm quán không phải kfc ý!",1.0
"- Tác phong làm việc chậm chạp
- Gà đã mềm còn mặn, gà giòn thì hết
- 3 cái máy tính tiền nhưng chỉ có 2 Nhân viên ở 2 máy, khánh hàng đứng chờ rất lâu mới bảo sang hàng bên cạnh.
- Nhân viên vừa làm vừa chơi, nói chung là chậm chạp
- 0 quay lại lần 2",1.0
"Happy vietnamese woman's day
Ngày của phụ nữ nên chị em đưa nhau đi ăn
Đùi gà quay tiêu giấy bạc luôn là lựa chọn hàng đầu
Đùi hôm nay to hơn những lần trước luôn :)) 
Ăn rất ngon kiểu như đùi mới vừa làm xong, k phải đùi để lâu
Đến giờ trưa là đông chờ dài cổ :))",8.0
"Ăn ở đây mòn răng giờ mới chịu lên ý kiến ý cò chút
Ngày trước m ăn ở đây thái độ nhân viên cực tốt nha
Bg thì bớt bớt rồi, chả nhiệt tình nữa
Cơ mà đồ vẫn nóng hỏi, ngon lành cành đào nên m hay order. Vì freeshipping mà. Ahihi",6.4
"Hôm tối mưa tầm tã vào kfc ăn. Mình gọi combo 2 người. Bth là nv sẽ phải hỏi khách là ăn gà cay hay gà không cay. Nhưng đây bạn này thì không. Mình vào bảo lấy combo 2 người chưa nói xong bạn í quay ngoắt đi lấy đồ để bẹt ngay trước mặt mình và không nói 1 câu nào. Oke, xong bill không đưa, mình còn chưa kịp cầm khay đồ đi thì đã thấy bạn nv đó lấy tiền két nhét túi kiểu mặt như không có ai cả :)) thái độ nhân viên quá chán )) ít ra ăn tiền lậu thì cũng đối xử với khách tử tế chút đừng để người ta lên đây review mất mặt !",2.8
"Quanh quanh khu này có mỗi KFC là quán bán đồ ăn nhanh thôi. Có lẽ thế nên lúc nào cũng đông
Ăn mòn răng mà hnay mới nhớ ra chụp ản
Vị trí ngay mặt đường, để xe thuận tiện, rộng rãi. 
Không gian bên trong cũng rộng, khá thoáng
Nhân viên đa phần có thái độ lịch sự nhưng nhiều khi quên đơn. Bảo ra bàn ngồi chờ r mang đồ ra sau mà chờ dài cổ thấy có ng đến sau order đã có luôn cái mình đang chờ, chạy đến hỏi mới ớ ng ra 
Hnay ăn thử zinbo mới. Mở ra nhìn chả thấy tí rau xanh nào như trong hình :))) ăn cũng bình thường
Đùi gà quay tiêu giấy bạc vẫn luôn là ngon nhất",7.2
"Vừa mua luôn. Mụ chị ở nhà cảm thấy đói, bảo đi mua. 
Thế là lặn lội từ ngoại thành city, đi ra chỗ gần nhà nhất thì đóng cửa, thế là phải ra xa hơn. 
Ra tới nơi thấy đang dọn hàng đổ rác rồi, may quá vẫn còn đang mở cửa. 

bà chị mình đòi ăn bơ gơ, may còn bơ gơ tôm.
thôi thì mua tạm hai em. 

chờ hơi hơi lâu xíu, cơ mà được cái bánh ra nóng nguyên và rất thơm.

Chỗ này siêu to nhé, chỗ để xe to, phòng cũng to luôn, ngồi có mà bét nhè. 

Chắc chắn có dịp sẽ còn quay lại.j",7.6
"Mình đi ăn lúc 12h hơn, quán không đông khách lắm. Có 3 nhân viên đứng order nhưng cứ chạy lung tung mặc kệ khách, mình chờ rất lâu ở bên phải, nhân viên cứ gào lên thẻ giảm giá đâu mất rồi rồi chạy loạn lên, khách có thẻ giảm giá chán quá bảo thôi không cần giảm giá nữa đâu. Sau đó, bạn nhân viên đấy bảo mình sang trái xếp hàng đi, em bận rồi. Vừa sang bên trái xếp hàng thì nhân viên bên trái chạy sang bên phải order cho khách khác. Thật sự khó hiểu. Đi ăn mất tiền mà như đi ăn xin vậy. 
Thôi về. Khỏi ăn 😀",1.0
Mọi thứ đều ok. Giao nhanh. Đồ ngon. Trừ việc bạn nào để lá xà lách của mình dưới miếng gà nóng vậy 😭 mất thẩm mĩ quá,6.4
"Hnay mình gọi combo dịp valentine nhưng ko biết là do sắp tết hay gì mà thái độ của nhân viên chán quá :(( gọi 2 gà truyền thống, 2 gà giòn cay mà ăn lại là gà truyền thống hết ;(( đã thế gà còn nhạt quá, ăn chả có vị còn hơi ngán :( chắc ko ăn ở đây nữa.",5.6
"Vì gần nên cũng hay đến ăn.thái độ phục vụ của nhân viên thì tùy ca thôi.lần nào cũng gà rán k thì gà quay(món này ngon nè) .Hôm nay mới quyết định thử món mới, chizza uây hình ảnh thì lung linh hấp dẫn lắm, nhưng mở ra thì ""tụt cxúc luôn ""hành tây vs ớt thì sống, đã thế lại còn MẶN.Nói chung là k thể duyệt đc món này",6.2
"Mình khá thất vọng vì phục vụ ở đây, nhất là bạn áo trắng ở giữa
Bọn mình cũng đi làm kiếm tiền, cũng suy nghĩ đắn đo mới dám vác mặt đến đây ăn vì giá cả cũng hơi chát so với bọn mình. Đúng là nghèo thật nhưng cũng đừng đối xử vậy chứ?
Nước thì được hơn nửa, khoai tây mua thêm thì ném vào túi như cho ăn xin vậy, không thể đặt nhẹ nhàng được hả bạn?
Hỏi khách hàng dùng gì mà cau có, người ta lần đầu đến mà, phải nhẹ nhàng chào hỏi, từ tốn hỏi chứ, khách thì không có, mình nhấn mạnh là lúc đấy không có khách nào đứng ở đó, chỉ có 3 bạn phục vụ mà thôi
- Anh ăn gì?
Mình cũng chả biết nói như nào, chỉ bảo là cho 1 phần mang về, bạn ất gắt với mình: phần gì?
rồi lại, anh ăn cái gì, phần gì mang về???
Tính mình tự ái cao nên cũng chỉ nhẹ nhàng trả lời, mua thêm 1 combo nước + khoai, nước hơn nửa, khoai thì bạn ấy lấy 1 túi ném vào túi đựng của mình, oke fine :) 
Các bạn phục vụ như vậy sao bọn mình dám vào ăn nữa???",4.0
Cho e hỏi ben mh co ship thuc an qua 204 mê tri thuong k a,
"Vì gần nhà nên khi nào không biết trú đâu ăn trưa thì mình lại qua ẻm nó ăn. kFC ở đây chất lượng khá thất thường, có mấy lần qua thì gà chán không thể tả nổi, gà cực khô, xong độ giòn không có nhiều, dưa chuột kèm thì khô không khốc, như dưa cắt lát để qua ngày ý, cơm khô và ít. 
Dạo này KFC ra mấy món mới nhưng mình chưa thử loại nào, mình vẫn trung thành với gà giòn với gà phile thuiii. Dù sao đọc review mọi người cũng chê nhiều nên ý định thử món mới cũng đưng lại 🤣🤣🤣
Hôm nay ăn thì đồ ăn ở đây lại trở lại, chất lượng hơn về cả dịch vụ lẫn chất lượng. Trước có bạn nhân viên vô duyên lắm :v mìn đang gặm gà mà cứ ra bảo mình làm cái khảo sát 😂😂😂",6.6
"Thấy kfc quảng cáo có món mới là Chizza nên mình đi ăn thử. Quá thất vọng về nhân viên ở đây. Có bạn bên cạnh mình order cơm mang về. Bạn nhân viên này đã làm đơn và xác nhận rồi. Thế mà bạn ấy k làm mà bỏ đi chỗ khác. Một bạn nhân viên khác ra thì bạn này đặt lại. Sau đó 1 phần cơm ăn tại cửa hàng đc làm, bạn kia có vẻ đợi lâu nên cáu và bảo ""mang về mà"". Khi đó bạn nhân viên lúc đầu cũng ở đấy, đứg cười . Khách hỏi 3 lần k thèm trả lời nữa. Đến lượt mình order bạn ấy cũng chả care lắm 
Mình gọi set 2 ng chizza. Khoai ăn đc, gà cũng thế, nhưng coca có vẻ để lâu uống mất vị. Mở hộp chizza cũng thấy thất vọng. Trông quảng cáo hấp dẫn lắm cơ. Mà miếng chizza bé tẹo, hành tây với ớt sống.",4.6
"Quán nằm trên đường về nhà nên cũng hay qua ăn :D
Phục vụ nhanh, gọn và không phải đợi lâu :D
Vào ngày nghỉ khá đông trẻ con ở đây nên mình rất thích :D
Nhân viên chu đáo và tận tình :D",7.4
"Nhà gần hay qua quán ăn, quán vào tầm trưa có khá nhiều trẻ con nên khá đông vui :D
Vẫn cứ trung thành với Combo 2 gà cay, ăn xong thì làm chiếc kem nữa thì tuyệt vời :D",8.0
"Bánh tart trứng ở KFC, một cái 15k lận,mua 4 cái còn 45k. Bánh nóng hổi, nhân béo, ngậy. Ăn ngon v :p Phần đường cháy thì mình không thích lắm. Ăn một lúc 4 cái thì hơi nhiều thật :))) 4 cái 2 người ăn thì vừa.
Khu này cũng không phải khu trung tâm nhưng mà giờ cao điểm vẫn đông khách lắm. Cũng chỉ có 1 tầng nên không chứa được nhiều khách. Nhân viên thì nhanh nhẹn, nhiều khách thì phải đợi hơi lâu. Ngày xưa thì hay phải vào đây ngồi nhưng bây giờ xong việc thỉnh thoảng đi qua mới vào.",6.0
"Dạo này mình bị cuồng gà nên suốt ngày quanh quẩn Lotteria hoặc KFC 😓 mấy quán gần nhà đi hết luôn. Tranh thủ KFC ra mắt món mới gà New York nên mình cũng đi thử xem thế nào. 

Giá combo này tầm 86k cho 1 người gồm 2 miếng gà, 1 khoai nhỏ và 1 nước lớn. Chả hiểu cho cốc nước to đùng làm gì 😒 uống mãi k hết. Món gà mới này làm mình liên tưởng đến gà tắm nước mắm của Popeyes. Nói chung mình là fan trung thành của gà giòn truyền thống thui :)))",6.8
"Quán nằm ngay trên đường Nguyễn Cơ Thạch- Mỹ đình 2, gần khu ktx sinh viên. Đi đường Hồ tùng mậu rẽ vào ngõ cạnh huyện ủy Nam Từ Liêm, cửa hàng nằm ngay trục đường đấy.
- Đồ ăn ngon ( mà menu cửa hàng kfc nào chả như nhau). Luôn ấn tượng với cửa hàng vì có món kem rất ư là rẻ.
 Mùa hè nóng này thì thích nhất là vào ăn kem 3k hay các loại kem ở đây đều rất thích.kem ốc quế:3k, kem ố quế socola:5k, kem :12k và kem 25k.
- Nhân viên phục vụ nhiệt tình, vui vẻ
- Quán luôn mát vì có điều hòa( cơ hội tránh nóng rất tốt). :3
- Hay có khuyến mại và combo. Hum ỷuwowcs mình thấy có km tính giá combo theo thứ: thứ 2:20k, thứ3:30k,.....t6:60k khi mua 1 combo gà tiêu quay. Khá là hấp dẫn.
 Mình hay đi ăn thì cảm nhận đồ ăn ở đây có vài món khá ngon mà mn nên thử: 
 + các loại kem: 3k-5k-12k-25k
 + salat: 15-19k
 + khoai tây chiên:12-25-35k
 + bánh trứng( cái này mình rất thích này, nhưng mỗi người nên ăn 1 cái thôi, vì bánh khá nhiều phômai nên bị ngấy) :15k
 + ice blend: 29k, cũng đc
 Còn hamberger thì mình thấy không ngon lắm , nhân với bánh bị khô, không mềm. Đồ uống thấy cũng bt",9.0
"Mình hay ra đây ăn vì gần nhà, nhân viên ở đây thân thiện lắm.
Có nhiều trẻ con chơi ở đây vì gần khu chung cư :D
Quán rất sạch sẽ và chu đáo :D",7.8
"Trước khi đi học tạt vào đây ăn tạm vì đói mà không biết ăn gì cho nhanh :))) Vào rồi mới biết KFC vừa mới đổi bao bì mới, nhìn có vẻ đẹp hơn mẫu mã cũ :v 
Hotpie khoai môn hình như cũng có vẻ khác với mọi lần ( không biết có phải tại đói không :v ) mình không rõ là khác như thế nào nhưng mà ngon hơn :p Mà tương ớt với tương cà của KFC ngon hơn của Lotteria nữa.
 KFC Mỹ Đình chật lắm, được có 1 tầng mà lại đông khách vì nó nằm dưới tầng 1 của khu chung cư, nên gọi đồ phải chờ lâu.",6.2
"Mặc dù không thích ăn mấy thứ đồ ăn nhanh ở KFC nhưng tuần nào cũng phải vào đây ngồi :((( Hôm ấy mình gọi một burger mà một hot pie nhân khoai môn.
Không nhớ hôm ấy gọi burger gì nhưng ăn chán ngắt, không hiểu sao thấy chua chua :p 
Có lẽ món mà mình thích nhất khi vào KFC không phải là gà mà là hot pie nhân khoai môn. Hot pie mới đưa ra nóng hôi hổi, nhân đầy, ngọt ngọt, thơm thơm, có mùi bơ sữa nữa.
Mình toàn đi vào giờ đông người, đứng order thì lâu kinh dị, nhân viên làm không kịp, đành chấp nhận vậy.",6.8
"Thực ra là hay ăn ở Lotteria hơn là KFC, vì gà rán bên KFC ăn ngấy hơn và bé hơn nữa mà giá thì cũng same same nhau.
Hôm ấy mình gọi 2 phần cơm gà phi lê tiêu, 1 nước pepsi, 1 phần gà gồm 2 miếng: 1 đùi + 1 miếng, 1 khoai tây chiên, 1 salad bắp cải trộn loại nhỏ.
Gà ngon nhưng hơi ngâý và bé, cơm gà phi lê nước sốt ngon, rưới lên cơm ngậy ngậy, thịt gà mềm, hơi cay vì có hạt tiêu nhưng mình là đứa thích hạt tiêu nên ok hết.
Canh nói thật là không ngon bằng lotte, hơi nhạt, nhìn cũng không hấp dẫn bằng.
Chỉ được cái không gian rộng hơn lotte và ghế ngồi thoải mái hơn chứ không bị bí.
Gía hơi cao, hôm ấy hóa đơn của mình hết gần 200k, cũng không có thẻ giảm giá như lotte nữa.",7.0
